0.01,50.425,-3.59581,10000,6.39367e-05,199.999,-5.76437e-06,-4.51804e-05,4.2787e-05,90
0.02,50.425,-3.59578,10000,6.43204e-05,199.999,7.1644e-06,-5.31833e-05,0.000105106,90
0.03,50.425,-3.59575,10000,0.000117699,200,0.000114096,-5.78312e-05,0.000128298,90
0.04,50.425,-3.59572,10000,0.000337509,200.002,9.49298e-05,-6.74868e-05,0.0001288,89.9999
0.05,50.425,-3.59569,10000,0.000467956,200.002,0.000294838,-9.79459e-05,0.000186044,89.9999
0.06,50.425,-3.59566,10000,0.000594577,200,0.000423046,-0.000116742,0.000236837,89.9998
0.07,50.425,-3.59564,10000,0.000778518,199.999,0.000497705,-0.000152028,0.00025837,89.9998
0.08,50.425,-3.59561,10000,0.000922512,200,0.000496347,-0.000172992,0.000268255,89.9998
0.09,50.425,-3.59558,10000,0.00118315,200.001,0.000560939,-0.000210593,0.000303314,89.9998
0.1,50.425,-3.59555,10000,0.00132563,200.001,0.000682884,-0.000238031,0.000339268,89.9998
0.11,50.425,-3.59552,10000,0.00148787,200.001,0.000691317,-0.000273159,0.000396936,89.9997
0.12,50.425,-3.5955,10000,0.00171936,200.001,0.000733496,-0.00029402,0.000454959,89.9997
0.13,50.425,-3.59547,10000,0.0017777,200.001,0.000862905,-0.000321605,0.000493276,89.9997
0.14,50.425,-3.59544,10000,0.00217322,200.001,0.00100664,-0.000346966,0.000539554,89.9997
0.15,50.425,-3.59541,10000,0.00239859,200.002,0.000972233,-0.000403565,0.000577392,89.9997
0.16,50.425,-3.59538,10000,0.00258713,200.002,0.00102474,-0.000416822,0.000607809,89.9997
0.17,50.425,-3.59536,10000,0.00272575,200.002,0.000927299,-0.000437094,0.000657054,89.9996
0.18,50.425,-3.59533,10000,0.002719,200.001,0.00070297,-0.000472701,0.000723406,89.9996
0.19,50.425,-3.5953,10000,0.00274792,200.001,0.000776205,-0.000513579,0.000774154,89.9996
0.2,50.425,-3.59527,10000,0.00278207,200.002,0.000781053,-0.000557009,0.000787015,89.9995
0.21,50.425,-3.59524,10000,0.00293974,200.003,0.000661292,-0.000597036,0.000833453,89.9995
0.22,50.425,-3.59522,10000,0.00287863,200.002,0.000689536,-0.000617894,0.000880233,89.9995
