0.01,3.20334e-07,-3.61315e-05,-2.81725e-08,6.39367e-05,8.47346e-05,-5.76437e-06,-4.2787e-05,-4.51804e-05,-1.52313e-06
0.02,9.61709e-07,-8.37963e-06,-2.16532e-08,6.43204e-05,0.000128702,7.1644e-06,-0.000105106,-5.31832e-05,-4.18583e-05
0.03,1.86956e-06,2.37695e-05,5.85103e-07,0.000117699,4.18856e-05,0.000114096,-0.000128298,-5.78311e-05,-4.41639e-05
0.04,4.14804e-06,-4.83865e-08,1.62981e-06,0.000337509,8.76866e-05,9.49298e-05,-0.0001288,-6.74866e-05,-9.18571e-05
0.05,8.17772e-06,-1.38313e-05,3.57977e-06,0.000467956,0.000269579,0.000294838,-0.000186044,-9.79455e-05,-0.000106021
0.06,1.34887e-05,-3.43302e-05,7.16816e-06,0.000594577,0.00052381,0.000423046,-0.000236838,-0.000116741,-0.000156642
0.07,2.03554e-05,3.44913e-06,1.17722e-05,0.000778518,0.000582015,0.000497705,-0.000258371,-0.000152027,-0.000169668
0.08,2.88612e-05,4.08956e-05,1.67422e-05,0.000922512,0.00067962,0.000496347,-0.000268255,-0.000172991,-0.000181032
0.09,3.93876e-05,1.80507e-05,2.20286e-05,0.00118315,0.000756549,0.000560939,-0.000303315,-0.000210592,-0.000219731
0.1,5.19316e-05,1.09404e-06,2.8247e-05,0.00132563,0.000967665,0.000682884,-0.000339269,-0.000238029,-0.000235636
0.11,6.59979e-05,5.2715e-05,3.51176e-05,0.00148787,0.0011272,0.000691317,-0.000396937,-0.000273157,-0.000253359
0.12,8.20373e-05,2.95751e-05,4.22418e-05,0.00171936,0.00113963,0.000733496,-0.00045496,-0.000294017,-0.000260191
0.13,9.95195e-05,7.67698e-05,5.02237e-05,0.0017777,0.00118196,0.000862905,-0.000493277,-0.000321602,-0.00028687
0.14,0.000119276,5.41541e-05,5.95713e-05,0.00217322,0.00118975,0.00100664,-0.000539556,-0.000346963,-0.000296509
0.15,0.000142136,0.000107747,6.94657e-05,0.00239859,0.00129945,0.000972233,-0.000577394,-0.000403562,-0.000336279
0.16,0.000167062,9.72717e-05,7.94509e-05,0.00258713,0.00149862,0.00102474,-0.000607812,-0.000416818,-0.000348842
0.17,0.000193627,8.84792e-05,8.92112e-05,0.00272575,0.00163602,0.000927299,-0.000657057,-0.000437089,-0.000384507
0.18,0.000220852,0.000145142,9.73621e-05,0.002719,0.00146717,0.00070297,-0.000723409,-0.000472695,-0.000414134
0.19,0.000248187,0.000127185,0.000104758,0.00274792,0.0016138,0.000776205,-0.000774158,-0.000513573,-0.000422777
0.2,0.000275835,0.000185414,0.000112545,0.00278207,0.0018027,0.000781053,-0.000787019,-0.000557003,-0.000464652
0.21,0.000304446,0.000179234,0.000119756,0.00293974,0.00185439,0.000661292,-0.000833458,-0.000597029,-0.000468822
0.22,0.000333538,0.000172941,0.00012651,0.00287863,0.00178018,0.000689536,-0.000880239,-0.000617887,-0.000504678
0.23,0.000362929,0.000231986,0.000134079,0.0029995,0.00179939,0.000824269,-0.000916295,-0.000631307,-0.000483685
0.24,0.000393911,0.00021533,0.000142708,0.00319699,0.00176418,0.000901674,-0.000942611,-0.00064605,-0.000492742
0.25,0.000426402,0.000269183,0.00015152,0.00330139,0.00188912,0.000860635,-0.00095986,-0.000685539,-0.000510189
0.26,0.000460664,0.000253991,0.000160208,0.0035507,0.00196727,0.000877032,-0.000998002,-0.000713469,-0.000527957
0.27,0.000497119,0.000315772,0.000168376,0.00374072,0.00215955,0.000756537,-0.0010311,-0.000748007,-0.000551218
