0,49.4166,-3.59578,9011.33,-0.866348,215.557,16.1905,-3.23317e-06,1.0084,90
0,49.4166,-3.59574,9010.41,-10.5501,359.927,167.149,1.04189e-06,1.00838,89.9999
0,49.4166,-3.59568,9008.24,-19.9668,456.565,267.661,3.57756e-05,1.00835,89.9999
0,49.4166,-3.59561,9005.46,-26.225,476.303,287.3,6.00529e-05,1.00834,89.9998
0,49.4166,-3.59555,9002.84,-28.3371,427.603,235.141,0.000106342,1.0083,89.9997
0,49.4166,-3.59549,9000.18,-36.5108,485.787,294.903,0.000131427,1.00828,89.9997
0,49.4166,-3.59542,8997.67,-36.5322,403.271,207.121,0.000166397,1.00826,89.9996
0,49.4166,-3.59535,8994.31,-56.4899,648.003,462.007,0.00018603,1.00826,89.9995
0,49.4166,-3.59527,8990.3,-57.4728,531.722,338.15,0.000256571,1.00821,89.9995
0,49.4166,-3.5952,8987.41,-57.6144,438.584,238.727,0.000297994,1.00818,89.9994
0,49.4166,-3.59514,8985.38,-57.5015,370.392,165.601,0.000362911,1.00812,89.9994
0,49.4166,-3.59507,8982.46,-76.3234,610.046,414.806,0.00039499,1.00811,89.9994
0,49.4165,-3.59499,8978.41,-82.8583,591.581,392.994,0.000418392,1.00811,89.9993
0,49.4165,-3.59491,8974.87,-85.158,515.353,310.631,0.00049524,1.00806,89.9992
0,49.4165,-3.59484,8971.96,-88.449,478.003,269.065,0.000539121,1.00803,89.9992
0,49.4165,-3.59476,8968.59,-101.93,606.984,401.59,0.000540326,1.00805,89.9991
0,49.4165,-3.59469,8965.4,-98.904,447.745,231.928,0.000598611,1.00801,89.999
0,49.4165,-3.59462,8962.81,-106.535,498.981,282.932,0.000616275,1.00801,89.999
0,49.4165,-3.59454,8959.01,-123.934,683.345,473.009,0.000646771,1.00801,89.9989
0,49.4165,-3.59443,8953.58,-141.538,815.859,608.093,0.00069111,1.00801,89.9988
0,49.4165,-3.59432,8947.49,-153.007,816.443,604.472,0.000750817,1.00801,89.9987
0,49.4165,-3.59421,8941.93,-158.205,723.234,502.452,0.00083805,1.00797,89.9986
0,49.4164,-3.59411,8936.88,-167.842,726.792,501.79,0.000925843,1.00792,89.9985
0,49.4164,-3.59401,8931.96,-175.865,706.155,475.602,0.000976331,1.00792,89.9985
0,49.4164,-3.59391,8927.48,-181.176,652.122,414.342,0.0010234,1.00792,89.9984
0,49.4164,-3.59384,8924.53,-173.748,423.068,169.911,0.00105734,1.00791,89.9983
0,49.4164,-3.59379,8923.62,-166.604,269.092,4.67129,0.00108179,1.0079,89.9983
0,49.4164,-3.59375,8923.07,-172.695,363.309,99.6467,0.00111712,1.00787,89.9982
0,49.4163,-3.59369,8921.99,-175.282,377.056,110.092,0.00115687,1.00785,89.9982
0,49.4163,-3.59364,8921.18,-173.388,319.996,46.3549,0.00122079,1.0078,89.9982
0,49.4163,-3.5936,8921.03,-169.943,257.941,-22.4517,0.00121448,1.00781,89.9981
0,49.4163,-3.59356,8920.74,-175.605,353.693,74.0973,0.00124573,1.00779,89.9981
0,49.4163,-3.5935,8918.82,-191.422,575.262,302.018,0.00127764,1.00778,89.998
0,49.4163,-3.5934,8914.93,-207.795,739.327,468.988,0.00133159,1.00777,89.998
0,49.4162,-3.5933,8910.18,-217.191,749.545,474.283,0.00137894,1.00777,89.9979
0,49.4162,-3.59319,8905.19,-228.901,793.323,514.489,0.00143375,1.00777,89.9978
0,49.4162,-3.59308,8900.3,-235.108,742.258,455.111,0.00150287,1.00776,89.9977
0,49.4162,-3.59297,8894.98,-253.089,886.633,600.252,0.00156016,1.00776,89.9976
0,49.4161,-3.59284,8888.69,-267.838,940.187,649.686,0.00161035,1.00778,89.9974
