0.01,-3.7722e-06,1.61121e-05,-0.0427613,-0.000754899,0.000889477,0.00180956,0.000165782,-0.000106956,-0.000178036
0.02,-1.26759e-05,3.75379e-05,-0.0563723,-0.00102583,0.00139175,0.00254963,0.000260333,-0.000123752,-0.000261468
0.03,-2.30274e-05,7.10569e-05,-0.0582425,-0.00104398,0.00166317,0.00277673,0.000268459,-0.000138669,-0.00027441
0.04,-3.30172e-05,4.57655e-05,-0.0583079,-0.000953489,0.00171738,0.0028999,0.000273301,-0.000158014,-0.000317906
0.05,-4.22981e-05,9.58826e-05,-0.0582295,-0.000903188,0.00164413,0.0030816,0.000254176,-0.000202482,-0.000328493
0.06,-5.11261e-05,6.96679e-05,-0.0582164,-0.000862553,0.00155175,0.00299232,0.000250375,-0.000201076,-0.000331811
0.07,-5.96484e-05,0.000103435,-0.0581725,-0.00084177,0.00164867,0.002971,0.000244053,-0.000215642,-0.000349586
0.08,-6.71199e-05,0.000127366,-0.0582122,-0.000652053,0.00180531,0.00315608,0.000217852,-0.00021907,-0.000348506
0.09,-7.28663e-05,0.000148371,-0.0581582,-0.000498016,0.00195185,0.00325652,0.000247744,-0.000258965,-0.00037811
0.1,-7.69067e-05,0.00017477,-0.0581293,-0.000309922,0.00199562,0.00314679,0.000235379,-0.00028694,-0.000413803
0.11,-7.88285e-05,0.000211544,-0.0581413,-7.45498e-05,0.00202825,0.00321913,0.00023233,-0.000281911,-0.00044811
0.12,-7.88108e-05,0.000183276,-0.0581102,7.88106e-05,0.00208947,0.00331167,0.000210062,-0.000289981,-0.000434585
0.13,-7.72067e-05,0.000220637,-0.0580425,0.000241682,0.00205197,0.00334096,0.000184102,-0.000301452,-0.000453058
0.14,-7.4261e-05,0.000248872,-0.0580349,0.000347532,0.00204062,0.00350227,0.000156387,-0.000316003,-0.000477489
0.15,-7.02008e-05,0.000278386,-0.0579967,0.000464336,0.00230783,0.0035091,0.000132703,-0.000334783,-0.000463323
0.16,-6.44041e-05,0.000319002,-0.0580547,0.000695204,0.00248458,0.00364425,0.000105559,-0.000343162,-0.000460497
0.17,-5.65024e-05,0.000295291,-0.0579274,0.00088507,0.00254444,0.00368234,0.000110144,-0.000383683,-0.000465564
0.18,-4.72859e-05,0.000338133,-0.0579169,0.000958052,0.00269307,0.00372884,7.87506e-05,-0.000419383,-0.000497705
0.19,-3.63252e-05,0.000373371,-0.0579327,0.0012339,0.00280039,0.00374949,7.71907e-05,-0.000417983,-0.000509227
0.2,-2.32135e-05,0.000408995,-0.0578996,0.00138885,0.00277011,0.00379301,7.36227e-05,-0.000443419,-0.000523522
0.21,-8.32064e-06,0.000454167,-0.0578375,0.00158993,0.00293324,0.00394315,5.62464e-05,-0.000488413,-0.000557524
0.22,8.85276e-06,0.000435884,-0.0578554,0.00184405,0.00295949,0.00403714,2.34373e-05,-0.000515056,-0.000545287
0.23,2.78772e-05,0.000489149,-0.0577587,0.00196144,0.00303014,0.00405191,2.13913e-05,-0.000540346,-0.000531094
0.24,4.77692e-05,0.000543275,-0.0577533,0.00201618,0.00313174,0.00391741,-3.90651e-05,-0.00055243,-0.000563189
0.25,6.80221e-05,0.000526814,-0.0577494,0.00203471,0.00312529,0.00403968,-5.83104e-05,-0.000569563,-0.000598562
0.26,8.91651e-05,0.000574527,-0.057663,0.00219422,0.0030865,0.00386222,-7.92993e-05,-0.00056438,-0.000595167
0.27,0.000112277,0.000613378,-0.0577082,0.00242804,0.00312931,0.00397308,-0.000108054,-0.000580068,-0.000602321
0.28,0.00013774,0.00065252,-0.0575968,0.00266506,0.00314491,0.00394494,-0.000174323,-0.00057553,-0.000608332
0.29,0.000165372,0.000700677,-0.0576418,0.00286065,0.00315547,0.00391891,-0.000192945,-0.000560266,-0.000623027
0.3,0.000194892,0.00068318,-0.0575541,0.00304397,0.00311643,0.00393967,-0.000208315,-0.000569538,-0.000636157
0.31,0.000226692,0.000731186,-0.0575415,0.00331565,0.00315395,0.00389063,-0.000241993,-0.000542781,-0.000631284
0.32,0.000259504,0.000769873,-0.0575118,0.00324621,0.00325114,0.00392517,-0.000251796,-0.000560359,-0.000636203
